user_id,created_at,hashtags,retweet_count,favorite_count,user_name,user_friends_count,user_followers_count,user_location,user_tweet_count,place,geo,happiness_index,tweets,,,,,,,,,,,,,,,
27278064,2017/11/14 22:33,[],0,1,Brooklynn Ramos,515,189,United States of America,3964,"Place(_api=<tweepy.api.API object at 0x10cdbb3d0>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/0509a6acb3d27ec4.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x10cdbb3d0>, type=u'Polygon', coordinates=[[[-119.061758, 34.126875], [-118.776015, 34.126875], [-118.776015, 34.2500812], [-119.061758, 34.2500812]]]), contained_within=[], full_name=u'Thousand Oaks, CA', attributes={}, id=u'0509a6acb3d27ec4', name=u'Thousand Oaks')",None,0,"22C In my own opinion, the US needs to focus on domestic issues before we go into another country guns blazing. It‚Ä?https://t.co/QFCWKnwjje",,,,,,,,,,,,,,,
9.19E+17,2017/11/14 22:29,[],1,0,Max Greene,230,39,"Los Angeles, CA",1523,None,None,0,Special collections librarian at the University of Puerto Rico speaks https://t.co/AJvft414k8,,,,,,,,,,,,,,,
21692297,2017/11/14 22:06,[],21,122,The Advocate,945,254327,"Los Angeles, CA",52818,None,None,2,"Those were the good old days, @RandyRainbow. https://t.co/0GYcqtV8NX",,,,,,,,,,,,,,,
2192899248,2017/11/14 22:00,[],0,0,EthanAlexanderGroup,1371,217,"Los Angeles, CA",295,None,None,-1,"An Architect Made Floating Homes, And They Are Hurricane-Proof https://t.co/p2TedsJclB via @Futurism",,,,,,,,,,,,,,,
2336949294,2017/11/14 21:45,"[u'LookingForNews', u'US']",0,0,JUST PURE INFORMATION,688,8307,"Los Angeles, CA",625456,None,None,-1,@monitor_sur @cnn #LookingForNews.&gt;&gt; CNN #US Hurricane-struck Americans spent nearly $300 million at Home Depot... https://t.co/hRuFHA0wsm,,,,,,,,,,,,,,,
3175240248,2017/11/14 21:39,[],0,0,Study Abroad,71,60,"Los Angeles, CA",408659,None,None,0,UD students want to give fresh water to hurricane victims https://t.co/DXFB15s0iF,,,,,,,,,,,,,,,
1206035390,2017/11/14 20:59,[],0,1,Monique Judge,1631,13445,Los Angeles,81881,None,None,0,"What exactly was Mike Jones asking for on ""Drop &amp; Gimme 50"" ft. Hurricane Chris? Explain it to me like I'm 5.",,,,,,,,,,,,,,,
785548730,2017/11/14 20:02,[],2,3,Mr. Holland's Opus,639,2340,"Studio City, CA",1275,None,None,0,"To our Plano TX friends, do not miss D/FW Trombones for Houston, a concert supporting schools affected by Hurricane‚Ä?https://t.co/NDkci56N8Q",,,,,,,,,,,,,,,
12707222,2017/11/14 20:01,[],0,0,Annelize Bester,1686,1319,"Los Angeles, CA, U.S.A.",114986,None,None,-1,NPR: Hotel rooms are so scarce that FEMA is offering to fly Puerto Ricans displaced by Hurricane Maria to the main‚Ä?https://t.co/d30rNt81wK,,,,,,,,,,,,,,,
26601814,2017/11/14 19:55,[],0,0,Actor Jose Acevedo,4472,3943,Los Angeles CA.,6483,None,None,-1,Sailing Baylana   Hurricane Maria Disaster Zone https://t.co/roCHJRYVAh via @YouTube,,,,,,,,,,,,,,,
3295822230,2017/11/14 19:39,[],0,4,Nikolas Carrillo,95,48,,931,"Place(_api=<tweepy.api.API object at 0x10cdbb3d0>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x10cdbb3d0>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,0,"early 2018 goals:
1) save money
2) work out more
3) fence more
4) try not to fucking kill myself over all this fuck‚Ä?https://t.co/8TfkyWREXe",,,,,,,,,,,,,,,
797001271,2017/11/14 19:38,[],0,0,Omar McAllister,510,238,Los Angeles,52495,None,None,0,"Senate holds hearing on Puerto Rico hurricane relief

cnn://deeplink?section=livetv&amp;subsection=liveevent&amp;stream=CNN3",,,,,,,,,,,,,,,
42067025,2017/11/14 19:32,[u'Fuelcell'],5,15,Keith Malone,347,1061,"Los Angeles, California",15275,"Place(_api=<tweepy.api.API object at 0x10cdbb3d0>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x10cdbb3d0>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,0,#Fuelcell technology proves its value in hurricane relief efforts. https://t.co/VRGzU6hmP7 https://t.co/5prrozwIuN,,,,,,,,,,,,,,,
268011006,2017/11/14 19:25,[],0,0,Rachel Sisk,449,560,"Los Angeles, CA",4515,None,None,0,Hurricane and Wildfire relief efforts are still underway in many communities. How are you helping? If you're a‚Ä?https://t.co/XTUJqjOEhi,,,,,,,,,,,,,,,
43414431,2017/11/14 19:15,[],1,1,#CaliBernication,4611,3754,Los Angeles,48885,None,None,-2,"Exploiting tragedy, heartless Republicans seek to privatize Puerto Rico after Hurricane Maria https://t.co/iWgTpgNqSd",,,,,,,,,,,,,,,
26601814,2017/11/14 19:13,[],0,0,Actor Jose Acevedo,4472,3943,Los Angeles CA.,6483,None,None,0,Sailing Baylana Hurricane Maria Disaster Zone: https://t.co/D9NQuJanxL via @YouTube,,,,,,,,,,,,,,,
620350058,2017/11/14 19:11,[],0,0,Angelus News,427,2273,"Los Angeles, CA",10086,None,None,0,How Christians are continuing to help hurricane-devastated Puerto Rico: https://t.co/Ww9dwTNM3a https://t.co/HlkfYzUzqb,,,,,,,,,,,,,,,
467674978,2017/11/14 18:44,[],0,0,Wade Heath,1781,14466,"Los Angeles, CA",41018,None,None,0,"Al brought supplies, surprises, and smiles to some deserving families. https://t.co/BAEKabSLm1",,,,,,,,,,,,,,,
458658066,2017/11/14 18:37,[],1,2,"Psych-Appeal, Inc.",481,376,"Los Angeles, CA",559,None,None,-2,When children aren't talking and rain creates panic. Puerto Rico struggles under the immense psychological weight c‚Ä?https://t.co/BoDM2sAqg3,,,,,,,,,,,,,,,
2612942360,2017/11/14 18:35,[],0,0,"Uni MEDIA, LLC",336,448,"Studio City, CA",65749,None,None,-1,Hurricane-struck Americans spent nearly $300 million at Home Depot https://t.co/ZVkKtiKOme,,,,,,,,,,,,,,,
576558485,2017/11/14 18:29,[u'localgov'],0,0,Martin Lind,300,1291,Los Angeles,19757,None,None,-1,routefifty: Puerto Rico had an expensive energy problem before Hurricane Maria. https://t.co/Ha3wTq2sOv #localgov,,,,,,,,,,,,,,,
7.34E+17,2017/11/14 18:13,[],1,1,Henry Wade,121,178,"Los Angeles, CA",6010,None,None,0,"Texas doesn't need another ""Wild Hurricane"". Enter the matinee idol Zurdo Ramirez. He will expel this hurricane. Th‚Ä?https://t.co/BNc4ETukhX",,,,,,,,,,,,,,,
48191052,2017/11/14 18:00,[],0,0,Pepperdine Graphic,541,2400,"Malibu, CA",6972,None,None,0,Continuing to Step Forward: Learn how to give back to the community by helping recent Las Vegas and hurricane victi‚Ä?https://t.co/rbrNp9pyPM,,,,,,,,,,,,,,,
21620021,2017/11/14 17:51,[u'PuertoRico'],0,0,Malika Moro,605,681,Los Angeles,4023,None,None,-1,"if you can, looking for some financial help for my Abuela after significant damages to her home in #PuertoRico due‚Ä?https://t.co/YjIKla1j0U",,,,,,,,,,,,,,,
2459949091,2017/11/14 17:50,[],3,9,Yoobi,2640,13248,Los Angeles,1524,None,None,1,"With @KidsInNeed, we're donating school supplies for +1,800 kids,  including resettled students from Puerto Rico af‚Ä?https://t.co/LFW5hSbfLG",,,,,,,,,,,,,,,
1450874424,2017/11/14 17:25,[],0,0,bernard elias,96,27,Redondo Beach California!,9544,None,None,-2,"Republican overseeing Puerto Rico hopes island won't resist austerity because it's now like an ""alcoholic who hits‚Ä?https://t.co/ksKoTVzYHo",,,,,,,,,,,,,,,
1450874424,2017/11/14 17:24,[],0,0,bernard elias,96,27,Redondo Beach California!,9544,None,None,-2,"Republican overseeing Puerto Rico hopes island won't resist austerity because it's now like an ""alcoholic who hits‚Ä?https://t.co/tHT03jZv9p",,,,,,,,,,,,,,,
22545453,2017/11/14 16:56,[u'resilience'],3,2,RAND Corporation,1206,144589,"Santa Monica, California",35247,None,None,0,".@MelissaFinucane: For communities affected by hurricanes this year, investing in #resilience will be key. https://t.co/AIC5CCVgZF",,,,,,,,,,,,,,,
8.25E+17,2017/11/14 5:34,[],0,0,OffGridSystems,147,26,"Los Angeles, CA",89,None,None,-1,"Future Society
An Architect Made Floating Homes, And They Are Hurricane-Proof https://t.co/EST6MeGb1r",,,,,,,,,,,,,,,
1337631072,2017/11/14 5:30,[],41,103,Bangerz,455,889,"Malibu, CA",16017,None,None,1,"Miley? Third? On charity?Not when she supports over 31 causes, created her OWN foundation to help the LGBTQ homeles‚Ä?https://t.co/hEMR1RSISK",,,,,,,,,,,,,,,
112841419,2017/11/14 4:14,[],0,0,Gillian Silva,71,45,"Burbank, CA, USA",1144,"Place(_api=<tweepy.api.API object at 0x10cdbb3d0>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/1927193c57f35d51.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x10cdbb3d0>, type=u'Polygon', coordinates=[[[-118.3959042, 34.075963], [-118.3433861, 34.075963], [-118.3433861, 34.098056], [-118.3959042, 34.098056]]]), contained_within=[], full_name=u'West Hollywood, CA', attributes={}, id=u'1927193c57f35d51', name=u'West Hollywood')","{u'type': u'Point', u'coordinates': [34.09089, -118.38569]}",1,Happy Sunday! I will be performing next Sunday November 19th at Whiskey a Go Go for Hurricane‚Ä?https://t.co/4eDr10V5mH,,,,,,,,,,,,,,,
22179835,2017/11/14 4:02,"[u'Clearwater', u'Irma']",1,3,Scientology,73,93906,Los Angeles,118617,None,None,0,The streets of downtown #Clearwater are cleared of debris by the @ScientologyVM's after Hurricane #Irma.‚Ä?https://t.co/5XzSlUBvkg,,,,,,,,,,,,,,,
65109514,2017/11/14 3:35,[],0,0,Global Issues Web,2420,141973,"Los Angeles, California, USA",446971,None,None,0,"In Texas, odds of Hurricane Harvey rainfall could rise to nearly 1 in 5 per year by 2100 https://t.co/cjNMcNgXwq https://t.co/365aQ7MIx7",,,,,,,,,,,,,,,
87067280,2017/11/14 3:25,[],1,7,Pete Zias,664,722,Los Angeles,2145,None,None,-2,The Grove needs to stop making it snow and make it HURRICANE! I want to see American Girl Place destroyed!,,,,,,,,,,,,,,,
309418082,2017/11/14 2:56,[],0,0,Natasha,111,133,"Los Angeles, CA",14167,None,None,-1,How is @JJWatt who raised 37 million for hurricane victims not citizen of the year?,,,,,,,,,,,,,,,
22545453,2017/11/14 2:39,[],4,6,RAND Corporation,1206,144589,"Santa Monica, California",35247,None,None,0,Here's how communities affected by recent hurricanes can invest in resilience as they rebuild: https://t.co/bY4PWPTnvo via @MelissaFinucane,,,,,,,,,,,,,,,
162811832,2017/11/14 2:13,[],0,1,Alex Tanielian,285,354,"Los Angeles, CA",6256,None,None,-2,Hurricane Irma on my neck,,,,,,,,,,,,,,,
14731039,2017/11/14 2:04,[],1,0,America MUST Unite +++,477,2535,"Canoga Park, CA",20397,None,None,1,One of these men raised 37 million for Hurricane Relief. The other is an ‚ÄúAmerican Hero‚Ä? according to @GQMagazine‚Ä?https://t.co/73bwnbEIdG,,,,,,,,,,,,,,,
181182954,2017/11/14 1:50,[],0,0,Roxanne Reyes,637,1145,"Los Angeles, CA",29656,None,None,-1,"An Architect Made Floating Homes, And They Are Hurricane-Proof https://t.co/oTUn1JoZwT via @Futurism",,,,,,,,,,,,,,,
546277891,2017/11/14 1:29,[],0,0,Karla Silva,3377,494,"Santa Monica, CA",62572,None,None,-1,"After Hurricane, Signs of a Mental Health Crisis Haunt Puerto Rico https://t.co/ZZb8Pyeqit",,,,,,,,,,,,,,,
3221699157,2017/11/14 1:26,[],0,0,Susan Johnson,2521,7014,"Los Angeles, CA",51949,None,None,0,"Lady Antebellum, Dierks Bentley, &amp; Bobby Bones Share Personal Connections to Vegas and Hurricane Tragedies at Country Rising ‚Ä?
3180853153,2017-11-14 01:26:11,[],0,0,Monique Hill,2978,7855,Los Angeles"," CA""",39425,None,None,"Lady Antebellum, Dierks Bentley, &amp; Bobby Bones Share Personal Connections to Vegas and Hurricane Tragedies at Country Rising ‚Ä?
3320901195,2017-11-14 01:23:13,[],0,0,Music Fangirl,412,2461,Los Angeles"," CA""",27232,None,None,"Lady Antebellum, Dierks Bentley, &amp; Bobby Bones Share Personal Connections to Vegas and Hurricane Tragedies at Country Rising ‚Ä?
512436606,2017-11-14 01:20:20,[],0,0,Linda Denning,96,74,Oak Park"," CA""",1528,None,None,"Wow let‚Äôs not go w 1 of the many ppl who helped raise millions for hurricane relief efforts, say @JJWatt 4 instanceüôÑ https://t.co/1YMdxkcxvy"
22179835,2017/11/14 1:17,"[u'Clearwater', u'Irma']",1,5,Scientology,73,93906,Los Angeles,118617,None,None,1,The @ScientologyVM's are working tirelessly throughout beautiful #Clearwater to assist in the #Irma cleanup efforts‚Ä?https://t.co/60Pcfzqgpd,,,,,,,,,,,,,,,
16664681,2017/11/14 1:10,[],14,17,Los Angeles Times,10665,3107969,"Los Angeles, CA",183452,None,None,0,"In Texas, odds of Hurricane Harvey rainfall could rise to nearly 1 in 5 per year by 2100 https://t.co/F2dxWySnDw https://t.co/I1eWWghzO3",,,,,,,,,,,,,,,
1449654128,2017/11/14 1:00,[],0,0,Carlyle Avenue,340,246,"Los Angeles, CA",5982,None,None,0,Check it out! We just got in the Stepped Base Hurr...! https://t.co/QK3RAArXyV,,,,,,,,,,,,,,,
3295822230,2017/11/14 0:57,[],0,1,Nikolas Carrillo,95,48,,931,"Place(_api=<tweepy.api.API object at 0x10cdbb3d0>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x10cdbb3d0>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,-1,why am i getting notifications of who ppl are following? if it's not memes i don't care,,,,,,,,,,,,,,,
10008932,2017/11/14 0:42,[],0,1,Gabriel Gastelum,790,3837,Los Angeles ,22579,None,None,0,What is this hurricane Seattle?,,,,,,,,,,,,,,,
426002529,2017/11/14 0:37,"[u'Catholicschools', u'PrayforPuertoRico']",1,1,CEF,350,590,"Los Angeles, CA",1328,None,None,-1,"These #Catholicschools are reopening, with or without electricity. #PrayforPuertoRico https://t.co/POO9thukCu",,,,,,,,,,,,,,,
1733245196,2017/11/14 0:27,[],0,1,William Mungall,198,390,"Los Angeles, CA",207586,None,None,0,"In Texas, odds of Hurricane Harvey rainfall could rise to nearly 1 in 5 per year by 2100 https://t.co/a7oG7tiNhI",,,,,,,,,,,,,,,
1681246782,2017/11/14 0:26,[],0,0,jorge,522,251,los angeles,10629,"Place(_api=<tweepy.api.API object at 0x10cdbb3d0>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/c1e1a49e92ce1ba0.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x10cdbb3d0>, type=u'Polygon', coordinates=[[[-118.3940862, 33.7804411], [-118.308349, 33.7804411], [-118.308349, 33.886988], [-118.3940862, 33.886988]]]), contained_within=[], full_name=u'Torrance, CA', attributes={}, id=u'c1e1a49e92ce1ba0', name=u'Torrance')",None,-2,How did JJ watt not win citizen of the year from that stupid magazine? He raised THIRTY-FIVE MILLION DOLLARS for hu‚Ä?https://t.co/u7CqOrVnS8,,,,,,,,,,,,,,,
24051617,2017/11/14 0:22,[],0,1,Asian Girl W.T,1740,1703,"Los Angeles, CA",35005,None,None,0,"In Texas, odds of Hurricane Harvey rainfall could rise to nearly 1 in 5 per year by 2100 https://t.co/OrEEp73O9f https://t.co/ozF6Qdk9Ve",,,,,,,,,,,,,,,
17919245,2017/11/14 0:22,[],0,0,L.A. Times News 24/7,72,4124,"Los Angeles, CA",239329,None,None,0,"In Texas, odds of Hurricane Harvey rainfall could rise to nearly 1 in 5 per year by 2100 https://t.co/IcX91O18qX",,,,,,,,,,,,,,,
17918545,2017/11/14 0:20,[],2,0,L.A. Times Science,427,68633,"Los Angeles, CA",10687,None,None,0,"In Texas, odds of Hurricane Harvey rainfall could rise to nearly 1 in 5 per year by 2100 https://t.co/lJkuJQO0Mi",,,,,,,,,,,,,,,
8.04E+17,2017/11/13 23:48,[],3,1,Vet Action Network,1015,3005,"Santa Monica, CA",6011,None,None,-2,Slow And Confusing EPA Response To Hurricane Harvey Pollution Angers Residents https://t.co/QQIMUP62jl,,,,,,,,,,,,,,,
559398691,2017/11/13 23:47,[],0,0,Emma Colven,305,212,"Los Angeles, CA",200,None,None,-1,"The emotional trauma of disaster and climate change || After Hurricane, Signs of a Mental Health Crisis Haunt Puert‚Ä?https://t.co/tThpG7g7Kg",,,,,,,,,,,,,,,
12707222,2017/11/13 23:41,[],0,0,Annelize Bester,1686,1319,"Los Angeles, CA, U.S.A.",114986,None,None,-2,NPR: Hurricane Harvey caused industrial facilities in Texas to release an extra 5.98 million pounds of pollution i‚Ä?https://t.co/bETavVhepf,,,,,,,,,,,,,,,
1907058972,2017/11/13 22:52,[],1,0,Leon,730,1246,LA,40922,None,None,-2,Immigrant day laborers confront a perfect storm of exploitation in Hurricane Harvey cleanup https://t.co/nm9YnGNpCc by @reneefeltz,,,,,,,,,,,,,,,
4625057053,2017/11/13 22:32,"[u'JasonAldean', u'mybeat']",1,1,mybeat,1713,1049,"Los Angeles, CA",47464,None,None,-2,#JasonAldean Addresses Route 91 Shooting at Country Rising: 'I'll Be Damned If Anyb‚Ä?https://t.co/OhQdQyJ5Nd #mybeat https://t.co/zaKJcS1rTu,,,,,,,,,,,,,,,
1015767240,2017/11/13 22:30,[],0,0,Major Music,5315,44475,"Los Angeles, CA",76205,None,None,0,"Lady Antebellum, Dierks Bentley, &amp; Bobby Bones Share Personal Connections to Vegas and Hurricane Trage...‚Ä?https://t.co/KprsDNCTJi",,,,,,,,,,,,,,,
1015767240,2017/11/13 22:29,[],0,0,Major Music,5315,44475,"Los Angeles, CA",76205,None,None,-2,Jason Aldean Addresses Route 91 Shooting at Country Rising: 'I'll Be Damned If Anybody's Ever Going to...‚Ä?https://t.co/S2rGVdo1ou,,,,,,,,,,,,,,,
2336949294,2017/11/13 22:11,[],0,0,JUST PURE INFORMATION,688,8307,"Los Angeles, CA",625456,None,None,0,"New story on NPR: In Puerto Rico, The Crisis After Hurricane Maria Is Taxing Residents' Mental Health https://t.co/BHg53rmy0u",,,,,,,,,,,,,,,
2967808004,2017/11/13 22:04,[],0,0,Brody,35,46,los angeles,39990,None,None,0,"New story on NPR: In Puerto Rico, The Crisis After Hurricane Maria Is Taxing Residents' Mental Health https://t.co/VFmn7iqcvJ",,,,,,,,,,,,,,,
55657293,2017/11/13 21:53,[],0,0,CSG,57,143,"Los Angeles, CA",2396,None,None,0,IT Disaster Recovery Planning: What Hurricane Season Can Teach LA Companies https://t.co/aRHv7A0dLt,,,,,,,,,,,,,,,
17505136,2017/11/13 21:53,[],0,0,Scott Spiro,266,587,"Los Angeles, CA",2122,None,None,0,IT Disaster Recovery Planning: What Hurricane Season Can Teach LA Companies https://t.co/Hd85Pqeww3,,,,,,,,,,,,,,,
73171384,2017/11/13 21:52,[],0,0,IfThisWasTheFuture,216,538,"Los Angeles, CA",364539,None,None,0,"An Architect Made Floating Homes, And They Are Hurricane-Proof https://t.co/46TovgsRiQ",,,,,,,,,,,,,,,
80045381,2017/11/13 21:46,[],0,0,Erik Daniel Cruz,80,78,"Los Angeles, CA",502,None,None,0,Save kids in need around the world https://t.co/rMezTymYtP,,,,,,,,,,,,,,,
31476442,2017/11/13 21:29,[],1,6,Dana Ward,492,41498,"Los Angeles, CA",20501,None,None,1,Watch this beautiful and powerful short film by @wesrodphoto... inspired by when Hurricane Irma hit his hometown. T‚Ä?https://t.co/VHEdrZfKlx,,,,,,,,,,,,,,,
22179835,2017/11/13 20:39,[],0,0,Scientology,73,93906,Los Angeles,118617,None,None,1,"@rlightfoot1973 Roger, the Church is extensively involved in helping communities, here's 3rd party coverage of our‚Ä?https://t.co/kEspinU8OJ",,,,,,,,,,,,,,,
9.21E+17,2017/11/13 20:35,[u'HurricaneNate'],0,0,"Eusoh, Inc.",42,16,"Los Angeles, CA",72,None,None,0,Discover 12 Ways to Support the #HurricaneNate Relief Efforts. Help Louisiana and Mississippi‚Ä?https://t.co/0WZm3H7sZD,,,,,,,,,,,,,,,
499605929,2017/11/13 20:28,[],0,0,Villa Azarmehr,4854,4281,"Los Angeles, CA",33568,None,None,-2,How President Trump turned hurricane relief into product placement for campaign swag - The - https://t.co/9CH1kpMq0D https://t.co/IvyWUGMtzR,,,,,,,,,,,,,,,
7.57E+17,2017/11/13 20:28,[],0,1,The Sara Nicole,347,1015,"Hollywood, Los Angeles",3771,None,None,0,The US Virgin Islands Still Recovering From Hurricane Irma And Maria https://t.co/4Odo5pWY7z,,,,,,,,,,,,,,,
8.78E+17,2017/11/13 19:27,[],0,1,TV Time Support,28,447,"Los Angeles, CA",1042,None,None,-1,"@jensensass_ @tvshowtime Hi, yes this is accurate but the season was delayed due to hurricane conditions. :)",,,,,,,,,,,,,,,
9.06E+17,2017/11/13 19:23,[],0,1,Andrea E T.,90,30,"Los Angeles,CA",2133,None,None,-2,@VeniceMase @Kaepernick7 @KDTrey5 He got it for doing nothing. Why didn't they pick rescue teams from Hurricane Har‚Ä?https://t.co/77YK0XovTC,,,,,,,,,,,,,,,
3197771592,2017/11/13 18:56,[],74,159,MADAME,116,41511,"Los Angeles, CA",23895,None,None,1,JJ Watt raised $37 million for Hurricane Harvey victims. 37 MILLION! But Kaepernick refused to stand for our nation‚Ä?https://t.co/i0OUEALEzA,,,,,,,,,,,,,,,
22179835,2017/11/13 18:54,[],0,0,Scientology,73,93906,Los Angeles,118617,None,None,0,"@tttlfan @ScientologyVM Yes, we did:  https://t.co/Dj31ulzW0z You might also find this relevant: https://t.co/BOFEtlxPgg",,,,,,,,,,,,,,,
64853417,2017/11/13 18:54,[],0,0,JZ,139,63,Los Angeles US,1856,None,None,0,The Lineman Got $63 an Hour. The Utility Was Billed $319 an Hour. https://t.co/6Cs5hvS06n @usa,,,,,,,,,,,,,,,
7.20E+17,2017/11/13 18:53,[],0,0,best visionboard,89,36,"Los Angeles, CA",3432,None,None,0,Smith College offers free semester to students affected by Hurricane Maria via /r/UpliftingNews‚Ä?https://t.co/NJD7MNDM9F,,,,,,,,,,,,,,,
22545453,2017/11/13 18:10,[],4,3,RAND Corporation,1206,144589,"Santa Monica, California",35247,None,None,0,What conditions support or hinder resilience investment during disaster recovery efforts? @MelissaFinucane explains: https://t.co/9ACesoeXAo,,,,,,,,,,,,,,,
17917983,2017/11/13 18:01,[],0,0,themeem,797,165,"Laurel Canyon, Los Angeles, CA",858,None,None,0,I'm not great at math but...this. https://t.co/ZvY8ZD4IqN,,,,,,,,,,,,,,,
104086983,2017/11/13 17:56,[],259,3855,julien solomita,2359,277292,LA,13328,None,None,1,"the oj pulp pins raised a total of $5800 to go towards hurricane maria relief efforts. well done, dink fam üçäüôè https://t.co/s4qp1EY4Ax",,,,,,,,,,,,,,,
8.32E+17,2017/11/13 17:48,[],0,1,Jose Alvarez,755,74,"Los Angeles, CA",837,None,None,1,@hadassah1024 I miss talking to you now that the hurricane season is winding down! LOL!,,,,,,,,,,,,,,,
17105374,2017/11/13 17:37,[],0,0,earl halfshirt.,2226,1795,Los Angeles,199909,None,None,0,The Lineman Got $63 an Hour. The Utility Was Billed $319 an Hour. https://t.co/59nBfUDWic,,,,,,,,,,,,,,,
340464771,2017/11/13 17:35,[],2,0,Lolis,1023,2054,Los Angeles,6926,None,None,-1,"After Hurricane, Signs of a Mental Health Crisis Haunt Puerto Rico https://t.co/0KJcwR8lqM",,,,,,,,,,,,,,,
488998711,2017/11/13 17:30,[],336,808,Joey Salads,741,77870,NY/LA,15104,None,None,1,".@JJWatt should have been ‚ÄúCitizen of the Year‚Ä?over @Kaepernick7 

JJ Raised $35 millions+ for Hurricane Relief.‚Ä?https://t.co/aKiM42UuK6",,,,,,,,,,,,,,,
576558485,2017/11/13 17:18,"[u'localgovwire', u'localgovernment']",0,0,Martin Lind,300,1291,Los Angeles,19757,None,None,-1,Hurricane Maria Has Made Puerto Rico the Land of Opportunity for Solar Power https://t.co/nDYenlKgfX #localgovwire #localgovernment,,,,,,,,,,,,,,,
86215934,2017/11/13 17:07,[],0,1,Alexander,1129,283,"Los Angeles, California",21336,None,None,1,@GQMagazine slow day at the office ? There‚Äôs this dude named JJ Watt who raised $37 Million for Houston‚Äôs hurricane‚Ä?https://t.co/2zinuSoUkJ,,,,,,,,,,,,,,,
8.51E+17,2017/11/13 17:06,[],0,0,CA Process Service,4995,675,"Los Angeles, CA",65918,None,None,-1,"Rescue me: A coffee loving cat, a Chihuahua duo, and a hurricane-rescue Bulldog mix are‚Ä?https://t.co/XKvrDDTjMx https://t.co/LpE0oq0Mse",,,,,,,,,,,,,,,
