user_id,created_at,hashtags,retweet_count,favorite_count,user_name,user_friends_count,user_followers_count,user_location,user_tweet_count,place,geo,happiness_index,tweets
914230730,11/15/17 04:30,[],0,0,Bob Purks,588,503,Los Angeles CA,10061,None,None,0,"I welcome @Gilberator 's thoughts on buying a Christmas tree before Thanksgiving.(And I hope it takes several tweets)"
1410596155,11/15/17 04:28,[],0,2,Christa G. Lewis,438,553,"Los Angeles, CA",1901,None,None,1,Christmas came early this year... Thank you @tedlieu!!! For taking Sessions down https://t.co/uAG0xWm1T0
21957414,11/15/17 04:28,[],0,0,Wifey,610,1189,"Greater Los Angeles, CA",37226,None,None,0,I‰Ûªm going to watch Nightmare Before Christmas and probably cry a little tbh. This day is almost over and I don‰Ûªt feel so heavy in my heart.
3609974172,11/15/17 04:28,[],0,1,Your Name Here,470,1692,"Los Angeles, CA",5202,None,None,0,@wizardofkitty I never got the reasoning for #4 until somebody explained why hiring someone right before Thanksgivi‰Û_ https://t.co/uzfRl0GeQk
48198563,11/15/17 04:27,[],0,0,JESSICA R. RYAN,116,350,"Hollywood, CA",4248,None,None,1,I think I just found my Christmas Eve Dress _Ù÷_
1345745101,11/15/17 04:25,[],0,0,#Erik,391,571,"Inglewood, CA",51390,None,None,0,If anyone wants to buy me all 5 for Christmas _Ù÷à_Ù÷à_Ù÷à https://t.co/9KyoqM6UlI
29397075,11/15/17 04:19,[],0,2,Notorious K.I.M,548,1964,Los Angeles,31347,None,None,0,My homie just hit me asking if I was going to get im him something for Christmas cuz if not he's not getting me any‰Û_ https://t.co/aelvCNCA3T
53665230,11/15/17 04:18,[],0,1,Rivest Dunlap,947,936," Los Angeles,CA",3522,None,None,0,Sorry black people but @realDonaldTrump cares about black people. He‰Ûªs trying to get @LiAngeloBall out of jail in C‰Û_ https://t.co/li1RiyN3vi
18039316,11/15/17 04:17,[],6,31,Jeff Wild,784,57930,Los Angeles CA,17770,None,None,0,How to write a Lifetime Christmas movie: City person with a hardened heart goes to a small town that still has the‰Û_ https://t.co/1kQ6IvTzde
1301161244,11/15/17 04:16,[],0,0,Clifford Bell,374,267,,2176,"Place(_api=<tweepy.api.API object at 0x1065b4b90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x1065b4b90>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,0,Is it a sign of mental illness that I'm bawling at a Lifetime Christmas movie...in the first eighteen minutes.....
298493098,11/15/17 04:16,"[u'Christmas', u'gift', u'Piano']",0,2,Bethany,1007,243,"Los Angeles, CA",1056,None,None,0,Looking for #Christmas #gift ideas? #Piano sheet music for your favorite musician is always a great way to go! Copi‰Û_ https://t.co/05BdPPf6jN
375902880,11/15/17 04:15,[],0,0,Lance Rafael,165,210,"Los Angeles, CA",4318,None,None,0,can someone buy me a set of wheels for my christmas gift Thank you very much in advance!! heres the link‰Û_ https://t.co/mzURe33ElN
18039316,11/15/17 04:12,[],1,21,Jeff Wild,784,57930,Los Angeles CA,17770,None,None,-1,"I'm ""suddenly looks older than the leads in Lifetime Christmas movies"" years old."
597769594,11/15/17 04:12,"[u'manhattanbeach', u'christmaslights', u'nightphotography']",0,0,Alvaro Diaz,233,218,"Los Angeles, CA ",2028,"Place(_api=<tweepy.api.API object at 0x1065b4b90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3e5f2219d3106113.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x1065b4b90>, type=u'Polygon', coordinates=[[[-118.423186, 33.872825], [-118.378582, 33.872825], [-118.378582, 33.906148], [-118.423186, 33.906148]]]), contained_within=[], full_name=u'Manhattan Beach, CA', attributes={}, id=u'3e5f2219d3106113', name=u'Manhattan Beach')","{u'type': u'Point', u'coordinates': [33.884242, -118.411893]}",0,"One more month for Christmas #manhattanbeach #christmaslights #nightphotography‰Û_ https://t.co/CJglqVg6pn"
18616538,11/15/17 04:10,[],0,0,Brian Karr,167,844,"Los Angeles, CA",2726,None,None,0,@IAMJHUD Your girl Cheyenne needs a Christmas album ASAP. It‰Ûªs  literally right around the corner...
3299195096,11/15/17 04:10,[],0,1,Larissa,146,156,"Los Angeles, CA",1473,None,None,1,All I want for Christmas is just to have a Thanksgiving pt. 2
492905262,11/15/17 04:10,[u'tired'],0,0,moZus,12823,12247,Los Angeles,7063,None,None,0,Going to be crawling by the time I make it to my Christmas break... Then I need to find energy to work and play gigs! Yikes. #tired
290345582,11/15/17 04:09,[],0,1,Champagnemamiii,532,811,,125729,"Place(_api=<tweepy.api.API object at 0x1065b4b90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x1065b4b90>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,0,I•üè need to go to a Christmas party and a New Years party
8.89E+17,11/15/17 04:08,[],0,0,Achilles Morales,106,24,"Los Angeles, CA",2208,None,None,0,I liked a @YouTube video https://t.co/qA09Wle3D2 UPCOMING DLC BEFORE CHRISTMAS | Friday The 13th The Game
105013931,11/15/17 04:07,[],0,1,Eric Larson,373,147,"Burbank, CA",2235,None,None,2,"@kevinlaibson 100% the best Christmas movie, despite what my wife says."
636634914,11/15/17 04:05,[],0,1,Maribel Ramirez,146,109,"Los Angeles, CA",2039,None,None,0,Jamming the hell out to Christmas music right now _Ù_÷_Ùè_
105013931,11/15/17 04:04,[],0,0,Eric Larson,373,147,"Burbank, CA",2235,None,None,0,@kevinlaibson My war on Christmas is go
40824592,11/15/17 04:03,[u'prayersforatargettrip'],0,1,Kimmy Krenzer,368,298,"Los Angeles, CA",3560,None,None,-1,Krenzer. Do NOT buy Christmas candy. You STILL have Halloween candy. Even though 3 for $5 is an EXCELLENT DEAL. #prayersforatargettrip
195129672,11/15/17 04:03,[],1,1,Zack Stentz,820,14672,"Encino, California",46831,None,None,0,@jayasherguy @hallmarkchannel How many was @aliciawitty in? She IS Hallmark Christmas.
2197098242,11/15/17 04:01,[u'KOST103'],0,0,Chandra Gerson,466,641,"Studio City, CA",802,None,None,2,Happy Holidays from our family to yours with love for @kost1035fm and Christmas tunes 24/7! #KOST103.5‰Û_ https://t.co/8ruVo47QCC
7.96E+17,11/15/17 03:59,[],0,1,Monica,895,19945,"Los Angeles, CA",14311,None,None,2,"Merry Christmas ya filthy animalshttps://t.co/tERQ9iVMJ8"
23865611,11/15/17 03:58,[],0,0,Sabrina the Corgi Queen and God of Hammers,331,321,Southern California,11087,"Place(_api=<tweepy.api.API object at 0x1065b4b90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x1065b4b90>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,-2,The start of the Christmas season always makes me so depressed
21592972,11/15/17 03:58,[],0,0,@jazzt,4998,4316,Los Angeles ,177031,None,None,1,@chmoye YESSS. Have a cunty Christmas is the perfect message to put inside too. lol
3097193449,11/15/17 03:57,[],0,0,Michelle Lev,67,29,"Reseda, Los Angeles",5969,None,None,0,House Dem pledges Trump impeachment vote by Christmas https://t.co/QOXToSbsdp
106986036,11/15/17 03:54,[],0,1,Spartantown Dot Net,1066,1520,Los Angeles,87338,None,None,0,Just in time for Christmas. https://t.co/9tYQCXpGqc
1115993059,11/15/17 03:52,[],1,0,ramo,298,499,LA ,9309,None,None,0,There are 41 days until Christmas _Ù_ã_Ù_É_Ùè__Ù___ÙèÈ https://t.co/bDEskTQR2e
205324209,11/15/17 03:52,[],0,0,mybestgermanrecipes,679,2233,Los Angeles CA,8914,None,None,0,"Beautiful Germany- In 2 weeks the German Christmas markets are opening! Stay tuned for Christmas recipes on... https://t.co/KcD72uVoTb"
248518041,11/15/17 03:48,[u'stockings'],1,1,Brock Doom,1818,4646,West Hollywood + LA + LV + DC,35702,"Place(_api=<tweepy.api.API object at 0x1065b4b90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/1927193c57f35d51.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x1065b4b90>, type=u'Polygon', coordinates=[[[-118.3959042, 34.075963], [-118.3433861, 34.075963], [-118.3433861, 34.098056], [-118.3959042, 34.098056]]]), contained_within=[], full_name=u'West Hollywood, CA', attributes={}, id=u'1927193c57f35d51', name=u'West Hollywood')",None,0,"It's almost Christmas, and almost time to see what's hiding in those sexy #stockings especially when it's Santa's h‰Û_ https://t.co/kpAulfQ5aF"
57890516,11/15/17 03:47,[],0,5,April,177,3858,"Los Angeles, CA",952,None,None,1,I just turned on the heater for the first time MERRY CHRISTMAS
29086373,11/15/17 03:47,[],0,0,Hank Thompson,569,1989,"Los Angeles, CA",32580,None,None,1,RT if you're already practicing for Thanksgiving and Christmas.
799068216,11/15/17 03:45,[],2,6,Rachel H. Acevedo,649,1535,"Los Angeles, CA",37796,None,None,-1,I can't stand Christmas music or movies. Except the first Home Alone but that's it.
52578035,11/15/17 03:45,"[u'Disneyland', u'Christmas']",0,1,Jason,168,1962,"Los Angeles, CA",21858,None,None,0,"#Disneyland A #Christmas Fantasy ParadeTaken on November 10, 2017For more pictures from this‰Û_ https://t.co/n4NLvXhsZA"
7.75E+17,11/15/17 03:41,[],0,10,Jennifer Van Laar,1131,1181,"Los Angeles, CA",13340,None,None,0,was doing good with this whole 1st holidays w/out dad thing until I walked into Trader Joe's and saw all his fav Christmas goodies_Ù÷_
376651818,11/15/17 03:39,"[u'Arts', u'Entertainment']",0,0,Cherry Lo,2472,2907,"Los Angeles, California, US",90165,None,None,0,"10+ Vintage Christmas Display Patterns Woodworking Yard Art, Arts &amp; Entertainment #Arts #Entertainment https://t.co/3vx8aarHxg"
32666102,11/15/17 03:36,[],0,0,Brittany Valadez,676,3498,"Los Angeles, CA",21631,None,None,1,"Perfect ending to my day:Watching an UP Christmas movie and eating a cup of hot Chili from tommy‰Ûªs Burgers. I... https://t.co/RSePD28uPK"
8.95E+17,11/15/17 03:33,[],0,3,Lisa Jocko,3162,1571,"Camarillo, CA",18248,None,None,0,"@impeach_45NOW @Comey I‰Ûªve already pledged my heart, but you know ‰ÛÓ- Christmas and all. It could happen! https://t.co/qFtnC6s1oV"
549806782,11/15/17 03:33,[],0,0,Tiffany,5778,15204,"Los Angeles, CA",175243,None,None,1,"Like dressing up together on Halloween, kissing under the mistletoe and exchange gifts for christmas, party on New‰Û_ https://t.co/nfXWydpG8P"
8.59E+17,11/15/17 03:31,[],0,1,Taylor Marie,57,11,"Los Angeles, CA",240,None,None,2,@LouisePentland Love it! It gets me in the Christmas spirit especially since where I live doesn't really feel like your typical Christmas.
94275950,11/15/17 03:29,[],0,0,LA's 1580AM,795,1482,"Los Angeles, CA",3666,None,None,0,DA RADIO SHOW IS SERVICING CHRISTMAS SONGS FROM INDIE ARTISTS. Submit MP3s via daradioshow@uumac.net
7.16E+17,11/15/17 03:29,[],9,17,Heal Los Angeles,13,2432,"Los Angeles, CA",273,None,None,1,We want to thank everyone who has supported us on raising money towards our 2nd Annual Christmas Celebration. We tr‰Û_ https://t.co/DIYpMO9Nk4
454214712,11/15/17 03:27,[],0,0,JUSTICE LANE,590,9540,"Los Angeles, CA",41813,"Place(_api=<tweepy.api.API object at 0x1065b4b90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x1065b4b90>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,1,This Thursday - Beverly Hills _ÙÎ« Holiday Lighting Celebration !! See you there _ÙÕÎ https://t.co/mts6z04bLi‰Û_ https://t.co/OitA8aHQNQ
42561415,11/15/17 03:27,[],5,53,Loryn Powell,515,9710,"Los Angeles, CA",4445,None,None,1,My idea of the perfect date is getting drunk and going shopping in the Christmas section of Target.
137097499,11/15/17 03:26,[],0,0,james,405,498,"Los Angeles, CA",92033,None,None,1,@kattvonndick a christmas story is bop tho
4921902732,11/15/17 03:26,[],0,2,Elliott Sancrant,1229,1624,"Los Angeles, CA, USA",742,None,None,0,"The Middle, Fresh Off The Boat &amp; More - ABC Christmas 2017 Schedule Revealed | Renew Cancel TV https://t.co/4PhLmQa72b"
7.63E+17,11/15/17 03:25,[],0,0,Zesty Lifestyle,613,1087,"Los Angeles, CA",26796,None,None,0,"The Plaza Home Alone 2 ""Kevin McCallister Experience"" Is Coming Just In Time For Christmas https://t.co/pgmOtoweg8 https://t.co/24DKGWWxgH"
9.08E+17,11/15/17 03:25,"[u'NoShame', u'StillThankful']",0,0,Crafty Closets,380,61,"Los Angeles, CA",55,None,None,1,Comment below if you already started decorating for Christmas!! https://t.co/5VHCYVbyxH #NoShame #StillThankful‰Û_ https://t.co/Tdd3dUDsSJ
26263335,11/15/17 03:24,[],0,0,calvary missions,6,40,"Westlake Village, CA",471,None,None,0,"We need Spanish speaking volunteers to help with Christmas Shoppe, this Thursday at 6:30pm.  We will meet in... https://t.co/cKRApkTCFB"
2748130315,11/15/17 03:23,[],0,1,Claire Burgi,394,254,New York City/Los Angeles,3575,None,None,1,That feel when you're going to miss @EricWhitacre and the @LAMasterChorale's Christmas concert cause your own show‰Û_ https://t.co/C9vy3knEep
1566837205,11/15/17 03:20,[],0,1,durkey time,233,432,"Los Angeles, CA",7154,"Place(_api=<tweepy.api.API object at 0x1065b4b90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x1065b4b90>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,2,When you are eating ice cream and and listening to Christmas music... wow what a combination
430918452,11/15/17 03:20,[],0,0,Kerstin Vill,0,147,LA city,97356,None,None,0,Celebrate Christmas early with our Turkey and Tinsel breaks. Join us between the 24th and 26th N Shorefield https://t.co/eoOpLrSc9O
7.90E+17,11/15/17 03:19,[],0,0,mikayla,94,202,"Los Angeles, CA",1118,None,None,2,Walking around UCLA and avoiding eye contact with people because I'm listening to All I Want For Christmas is You lol
58488519,11/15/17 03:18,[],0,0,Robert L. Mills,2833,1256,"Studio City, California",8635,"Place(_api=<tweepy.api.API object at 0x1065b4b90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x1065b4b90>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,0,"To help publicize Volunteer Month, Jet Blue has offered to fly anyone willing to take a job at any non-profit organ‰Û_ https://t.co/V0OTmS4L7S"
3104031866,11/15/17 03:17,[],0,0,Nylse,1003,510,"Los Angeles, CA",3385,None,None,2,Christmas music. Oh yeah!  It's never too early. @1035KISSFM
136431161,11/15/17 03:17,[],0,0,Desiree,330,330,Los Angeles,25018,None,None,0,"Idina Menzel and Lea Michele‰Ûªs Christmas performances were spectacular tonight, but the bbq pork belly at Bengal bb‰Û_ https://t.co/1CDlECmK7P"
310533488,11/15/17 03:16,[],0,1,Jordan Drankoski,287,345,Los Angeles,3432,None,None,1,just spent 25 minutes looking at DIY christmas decorations so that's where we're at rn.
7.39E+17,11/15/17 03:16,[],0,0,Matt Lopez,47,53,"Los Angeles, CA",29,None,None,0,When is it okay to get a Christmas tree ?
14186684,11/15/17 03:12,[],0,0,Kelly,403,498,LA,4386,None,None,0,I‰Ûªm offering a discount for unique Christmas gifts for the people in your life whom enjoy unique jewelry! https://t.co/GFwpsc9wkN via @Etsy
233841077,11/15/17 03:10,[],0,6,justin L! cousson,769,3663,"Hollywood, Los Angeles",19172,None,None,1,"i love having a supportive family which nonetheless doesn't understand me, namely the time my dad got me an electro‰Û_ https://t.co/aVDmocARWq"
7.95E+17,11/15/17 03:10,[],0,0,ooohh dat depression,11,43,"West Hollywood, CA",32760,None,None,0,7 weeks until Christmas Eve..... if that‰Ûªs not the best news you‰Ûªve heard all week idk what is
7.75E+17,11/15/17 03:08,[],0,0,Christine Johansen,88,37,"Burbank, CA",289,None,None,0,The weather is getting chilly and getting me in the Xmas spirit So that means More Christmas‰Û_ https://t.co/vLbv9cSuSq
1271072922,11/15/17 03:08,[],0,0,Shannonnnn,923,905,,5385,"Place(_api=<tweepy.api.API object at 0x1065b4b90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x1065b4b90>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,0,@sahara_ameen literally just put me in the Christmas spirit  _Ù_ã
1708484028,11/15/17 03:07,[],0,0,jazz,702,903,"Los Angeles, CA",55525,None,None,0,Here are some possible Christmas gifts if anyone wants to get me something cause this is ALL I WANT...  (if you go‰Û_ https://t.co/UdbFnowSmv
2838637196,11/15/17 03:07,"[u'Christmas', u'Etsy', u'shop']",0,0,The Banana Express,16,24,"Los Angeles, CA",651,None,None,0,Are you thinking about #Christmas shopping yet? We‰Ûªre helping you get a head start! _Ù_É_Ùè_ Head to our #Etsy to #shop o‰Û_ https://t.co/dBEqe8rfNz
1020225290,11/15/17 03:05,[],0,0,Dil(emma),1700,1571,Los Angeles ,74541,None,None,0,if anyone wants to get me anything for christmas they can get me anakin skywalker
8.59E+17,11/15/17 03:05,[],0,0,Lord Pretty Flacko,61,40,"Los Angeles, CA",1267,None,None,1,Can‰Ûªt wait to go home for Christmas
53144205,11/15/17 03:05,[],1,0,Valerie Kan,170,453,"Los Angeles, CA",39065,None,None,0,"Christmas decorations are out, got my @Glade apple cinnamon plugged in and peppermint soy candles are lit. It smell‰Û_ https://t.co/6lRMMLvLjg"
219829231,11/15/17 03:01,[],0,0,April S. Hernandez,955,418,"Los Angeles, CA",4564,None,None,0,I think this Christmas _Ù_ã I‰Ûªm going to say I‰Ûªm Jehovah Witness. Santa Mama Out! LOL _Ù÷__ÙªÛ_Ù_É_Ùè_
38109841,11/15/17 03:01,[],0,0,Alexis Grace,548,10082,"Los Angeles, CA",10518,"Place(_api=<tweepy.api.API object at 0x1065b4b90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x1065b4b90>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,1,"I'm not even gonna lie. This is me when I hear Christmas Canon ""on this night on this night on this very Christmas‰Û_ https://t.co/VnQo9ROs5T"
252734726,11/15/17 02:59,[],0,2,Genesis,379,259,"Los Angeles, CA",13529,"Place(_api=<tweepy.api.API object at 0x1065b4b90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x1065b4b90>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,2,I love Christmas and everything that comes with it. _Ù÷ç_Ù÷ç_Ù÷ç
16598153,11/15/17 02:59,[],2,15,Vanessa Rumbles,1359,7437,"Los Angeles, CA",14417,None,None,0,"Currently grooving to Joe Scarborough's upcoming holiday album, ""A Very Drumpf Christmas"" -- which he's promoting.‰Û_ https://t.co/IrRssahEbP"
7.06E+17,11/15/17 02:55,[],1,4,Tavis Smiley Show,172,1686,"Los Angeles, CA",713,None,None,0,"TONIGHT singer-songwriter @smokey_robinson discusses his holiday album, ""Christmas Everyday"".Watch @tavissmiley o‰Û_ https://t.co/Dh6GqAWjOO"
8.29E+17,11/15/17 02:54,[],0,0,A N A S T A S I A,626,749,"Los Angeles, CA",12979,None,None,0,All I want for Christmas https://t.co/kJzprP7gbw
23689599,11/15/17 02:53,[],0,1,Alexa Banks,100,531,Los Angeles,8061,None,None,1,@JesseGilbert @ashnicolephoto Oh I‰Ûªm putting a picture of you at the front desk so you can‰Ûªt even come to the Christmas movie nights
292723607,11/15/17 02:53,[],0,0,Karla,1901,887,"Los Angeles, California",7995,None,None,0,Christmas gift to myself _ÙªÎ_ÙèÈ Hard work off to vacuum in my new ride ‰ù_•üè Yessss I have been wanting‰Û_ https://t.co/8DqT1vwAUb
109025466,11/15/17 02:49,[],0,1,Scott McFarlane,318,254,"Los Angeles, CA",586,"Place(_api=<tweepy.api.API object at 0x1065b4b90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3e5f2219d3106113.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x1065b4b90>, type=u'Polygon', coordinates=[[[-118.423186, 33.872825], [-118.378582, 33.872825], [-118.378582, 33.906148], [-118.423186, 33.906148]]]), contained_within=[], full_name=u'Manhattan Beach, CA', attributes={}, id=u'3e5f2219d3106113', name=u'Manhattan Beach')","{u'type': u'Point', u'coordinates': [33.88888889, -118.40527778]}",1,_Ù_ãChristmas CHEER will hit the PIER tomorrow night @ the 28th annual Pier Lighting ceremony‰Û_ https://t.co/X2CcqPzm3m
25599451,11/15/17 02:48,[],0,1,Renkades,620,397,Los Angeles,31148,None,None,1,"@Sir5000 Its gonna be a whole year now that I've been waiting. They put that up last December, after Christmas"
366153986,11/15/17 02:47,[u'wtf'],0,0,Dana Angelo,575,348,"Los Angeles, CA",1894,"Place(_api=<tweepy.api.API object at 0x1065b4b90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x1065b4b90>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,0,"Going to sleep now. Not waking up until Christmas. #wtf @DifficultOnHulu _Ù÷__Ù÷__Ù÷_Hulu Cancels 'Difficult People' After‰Û_ https://t.co/wOePlYU6hi"
2236703096,11/15/17 02:46,[],0,0,Timothy Arguelles,298,227,Konoha,12102,"Place(_api=<tweepy.api.API object at 0x1065b4b90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x1065b4b90>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,1,Lmao coming home to like 5 amazon boxes that u don‰Ûªt even remember ordering is my new Christmas.
36101452,11/15/17 02:45,"[u'xmas', u'christmas', u'christmasdecorations']",0,0,Cesar Zamora,177,352,Los Angeles,7763,"Place(_api=<tweepy.api.API object at 0x1065b4b90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x1065b4b90>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')","{u'type': u'Point', u'coordinates': [34.07218088, -118.35842445]}",2,"Damn, it's already the most wonderful time of the year.#xmas #christmas #christmasdecorations‰Û_ https://t.co/EilQdmuzTF"
117891096,11/15/17 02:45,[],1,2,Yarel Ramos,394,23431,"Los Angeles, CA",31732,None,None,0,I‰Ûªm dreaming of a white Christmas.. :)) _Ù_ã_ÙÎÊ_Ù_É_Ùè__Ù_Å What‰Ûªs your favorite Christmas song // CuÌÁl es tu‰Û_ https://t.co/VMssUCTq0k
8.75E+17,11/15/17 02:45,[],0,1,Sam Nation News,1121,970,"Los Angeles, CA",192,None,None,-1,"@ReportGovtCrime @ProducerRobbie @SweetJames Christmas music in early November? God, some people just want to watch the world burn..."
1216962344,11/15/17 02:43,[u'Cinefamily'],0,0,Angel Valenzuela,1188,272,"Los Angeles, CA. born & raised",9994,"Place(_api=<tweepy.api.API object at 0x1065b4b90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x1065b4b90>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,-2,It sucks these sexual predators took down #Cinefamily but let it fall &amp; rebuild w/ good kind hearted leaders. I‰Ûªll‰Û_ https://t.co/S99NTrK6Tt
896591364,11/15/17 02:43,[],0,2,Kristi Dick,447,671,Los Angeles,10851,None,None,1,@cruzwriter I _ÙÕÏ NYC at Christmas!
39308614,11/15/17 02:42,"[u'KCETCinemaSeries', u'TheManWhoInventedChristmas']",0,0,D Converse,190,323,"Los Angeles, CA",5054,None,None,0,Ready for Christmas @ the #KCETCinemaSeries - #TheManWhoInventedChristmas with Dan Stevens &amp; Christopher Plummer. https://t.co/yW4t42gq07
33829462,11/15/17 02:39,[],0,0,Tommy Park,646,418,"Los Angeles, CA",8522,None,None,0,It's beginning to look a lot like Christmas... in November. =P https://t.co/keNiugsu3W https://t.co/Qr8cJoZDYV
7.67E+17,11/15/17 02:38,[],1,0,LARe-Couture,1262,471,"Los Angeles, CA",2410,None,None,0,"Check out Emoji Christmas Paper Lunch Or Dinner Plates, 8 Count https://t.co/20t71ReBYu @eBay"
