user_id,created_at,hashtags,retweet_count,favorite_count,user_name,user_friends_count,user_followers_count,user_location,user_tweet_count,place,geo,happiness_index,tweets
905124128,2017/11/17 3:26,[],0,0,MIKE,467,643,LA,49621,None,None,2,b'Trash tweet....but happy birthday bro https://t.co/r2mEbMfc5p'
924302402,2017/11/17 3:25,[],1,2,Lyn Paolo,1417,22317,Los Angeles,37424,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",None,2,"b""@thekeating5ive Thank you sweetheart it is a labor of love and my costume team are the BEST and today was Phillip's\xe2\x80\xa6 https://t.co/VueS5gxp5d"""
9.02E+17,2017/11/17 3:25,[],0,0,Slim Fit Michael,53,49,"Los Angeles, CA",84,None,None,0,b'My birthday tomorrow'
4342930033,2017/11/17 3:25,[],0,9,harmz,698,3671,LA,6504,None,None,1,b'My Granny said \xe2\x80\x9chappy early birthday now you can travel boujie like me\xe2\x80\x9d \xf0\x9f\x98\xad https://t.co/bpWsLbFS5C'
1148660280,2017/11/17 3:23,[],0,0,Ghostwriter LA,2148,1451,"Los Angeles, CA",1049,None,None,1,b'@Fatboy_sse Happy birthday \xf0\x9f\x8e\x82\xf0\x9f\x8e\x81\xf0\x9f\x8d\xbe!!!'
92411476,2017/11/17 3:23,[],0,1,Eunice Yooni Kim,654,794,"Los Angeles, California",7136,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",None,1,b'@Halleakiye Happy birthday!'
25758924,2017/11/17 3:21,[],1,3,C.,471,486,Los Angeles,14219,None,None,1,b'Happy Birthday @auxgawd \xf0\x9f\x8e\x88 Renember when we used to carpool? Remember when you slept through my birthday party? Fun\xe2\x80\xa6 https://t.co/ZaA0zMvI9T'
190528197,2017/11/17 3:21,[],1,0,CYN,361,562,,9032,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",None,1,b'Happy Birthday @emlikespupusas \xf0\x9f\x92\x8b\xf0\x9f\x92\x8b\xf0\x9f\x92\x8b'
2426326075,2017/11/17 3:21,[],0,0,Dangerous,159,1589,"North Hollywood, Los Angeles",113877,None,None,1,"b'Make it make sense sis, this was on his birthday \xf0\x9f\xa4\x94 https://t.co/NlT1gvT7SY'"
2936435412,2017/11/17 3:18,[],9,12,#BlkWomenInHollywood,891,3862,"Los Angeles, CA",2690,None,None,2,b'Lisa Bonet turned 50 today! Happy Birthday!!! \xf0\x9f\x91\x91 https://t.co/k1bAD5Rfci'
3316473023,2017/11/17 3:18,[],1,1,ROME.,485,254,"Los Angeles, CA",10942,None,None,1,b'@Eat_Mustaches happy Birthday \xf0\x9f\x98\x98\xf0\x9f\x92\x95 https://t.co/qrHOwUJMqh'
2426326075,2017/11/17 3:16,[],0,0,Dangerous,159,1589,"North Hollywood, Los Angeles",113877,None,None,0,b'Or let\xe2\x80\x99s not skip the fact that he popped up on his birthday and spent the whole following day with me.'
4598445432,2017/11/17 3:15,[],1,1,A,63,176,LA,7940,None,None,1,b'@_jonlaur Happy Birthday \xf0\x9f\x8e\x89'
171940459,2017/11/17 3:14,[],0,0,Crystal Grey,116,142,"Los Angeles, CA",8556,None,None,2,"b'Happy Birthday, TF! See you soon. \xe2\x98\xba @michmanlapat https://t.co/Wl4wLuHATn'"
275790333,2017/11/17 3:13,[],0,0,Natural Glam Goddess,585,37487,"Los Angeles, CA",213615,None,None,1,b'@KaylarWill Right on time for my birthday https://t.co/55aawUnmdG'
3163041302,2017/11/17 3:13,[],0,1,jaime alcala,214,243,"Van Nuys, Los Angeles",6528,None,None,1,b'every year my birthday gets a little worse but oh well i gotta keep going hahaha'
7.85E+17,2017/11/17 3:12,[],1,3,joyce,97,107,"Los Angeles, CA",307,None,None,2,b'Happy Birthday Monica!\xf0\x9f\x8e\x89 I hope you have an amazing day &amp; I love you soooo much\xf0\x9f\x92\x97 https://t.co/Jxj58hkz5o'
248154844,2017/11/17 3:12,[],0,0,Jake West,143,177,Los Angeles,3107,None,None,1,b'@RepSwalwell Happy birthday!  \xf0\x9f\x8e\x89 Have...an oil spill?'
1009900742,2017/11/17 3:11,[],1,3,nawor,334,304,"Los Angeles, CA",11020,None,None,2,b'I want to give a special shout out to my beautiful princess @shleyy__ \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x91\x91 Haven\xe2\x80\x99t had a Birthday feel so special in\xe2\x80\xa6 https://t.co/1j1Hi69mgp'
23149578,2017/11/17 3:09,[],0,0,Richard Haberkern,1938,54199,"Los Angeles, CA",204163,None,None,1,b'Tori Spelling Dedicates Loving Birthday Tribute to \xe2\x80\x98Soulmate\xe2\x80\x99 Dean McDermott https://t.co/ONAEn2ts67'
764290434,2017/11/17 3:09,[],0,0,M DOT TAYLOR,1298,9037,"Hollywood,CA",11655,None,None,0,b'@KingJames My Birthday'
9.29E+17,2017/11/17 3:08,[],0,1,Retro,75,48,"Los Angeles, CA",200,None,None,1,b'@Red_Formula @Red_Randumb @RedNickss Happy birthday'
2546946331,2017/11/17 3:06,[],0,2,Olivia Sandoval,251,960,Los Angeles,350,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})","{'type': 'Point', 'coordinates': [34.05548, -118.39761]}",1,b'Happy Birthday Pops \xf0\x9f\x8e\x82\xe2\xad\x90\xef\xb8\x8f @ Sotto https://t.co/HjDY6wZ6S3'
114813234,2017/11/17 3:05,"['cars', 'cars2', 'disney', 'disneypixar', 'pixar', 'lightingmcqueen', 'towmater']",0,0,House of Pastry,259,130,"North Hollywood, CA 91605",1125,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})","{'type': 'Point', 'coordinates': [34.1938051, -118.4143039]}",2,b'Happy Birthday Alexander! #cars #cars2 #disney #disneypixar #pixar #lightingmcqueen #towmater\xe2\x80\xa6 https://t.co/mYETRNgnQh'
3393887245,2017/11/17 3:04,[],0,0,Adrian,249,318,"Los Angeles, CA",11331,None,None,2,b'@yvesolete happy birthday ate!! \xf0\x9f\x8e\x88\xf0\x9f\x8e\x88'
19408844,2017/11/17 3:03,['NestingDollFilm'],0,3,Nicole Conn,2510,5832,"Los Angeles, CA",4244,None,None,2,b'Happy birthday @real_brooke ! We love you! #NestingDollFilm https://t.co/Jz3Z0HAnJN'
397433002,2017/11/17 3:02,[],1,3,#1 Steve Buscemi Fan,1980,1473,Los Angeles,107957,None,None,2,"b""Happy birthday @PABastien ! One of the most creative individuals I've had the pleasure of knowing. Wishing you nothing but the best."""
17902619,2017/11/17 3:01,[],0,2,CourtneyRevolution,2406,5126,"Los Angeles, CA",89110,None,None,2,b'KING!!!! HAPPY EARLY BIRTHDAY!! I hope your day is spectacular!! \xf0\x9f\x98\x81\xf0\x9f\x92\x95 https://t.co/lZhdOWJtul'
7.70E+17,2017/11/17 3:01,['letsgooilers'],0,0,Tayler,519,149,Nashville/LA,2167,None,None,2,b'HAPPY BIRTHDAY QUEEN ELLA!!! \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f#letsgooilers @EdmontonOilers https://t.co/hREJSScyAL'
7.33E+17,2017/11/17 2:58,[],0,1,SomeJibanyan,386,196,"Los Angeles, CA",3408,None,None,2,b'@shadouk Happy birthday dude! :)'
2881754533,2017/11/17 2:57,[],1,1,Rico,364,397,"Los Angeles, CA",2610,None,None,2,b'@_Basedbryant happy birthday fam!'
21904367,2017/11/17 2:55,[],20,26,B-Eazy The DJ,1626,6992,"Los Angeles, CA",99154,None,None,1,b'Happy 50th Birthday Lisa Bonet! \xf0\x9f\x98\x8d https://t.co/L2zAkwXSY3'
117982966,2017/11/17 2:54,['LongLiveDB'],0,2,Kimani Tosh,1384,2271,"Leimert Park, Los Angeles",12170,None,None,2,b'Happy Birthday David Ballon ! I love you broskiiii ! Keep watching over us ! Gone but never forgotten #LongLiveDB \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbe https://t.co/GC2YZrnVwe'
553868541,2017/11/17 2:52,[],0,1,Eva Woods,169,1261,"Los Angeles, CA",85337,None,None,2,b'@starsinjenseyes Happy birthday lovely!!!!!!!'
86151418,2017/11/17 2:51,[],1,1,JOSH,249,370,dtla. ,12251,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",None,1,"b'Happy birthday bro \xe2\x9d\xa4\xef\xb8\x8f you a great dope fucking dude never change. Enjoy yourself, stay safe, and wish you many more years. \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x8e\x88\xf0\x9f\x8d\xbb @NoPutasPJ'"
177690873,2017/11/17 2:50,[],0,0,B,5000,3117,"los angeles, ca",4814,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",None,2,"b""@anakarinahh happy birthday angel you're a muse to many \xe2\x9c\xa8\xf0\x9f\xa6\x8b"""
16464324,2017/11/17 2:50,[],0,0,Amanda Hasaka,948,1151,Los Angeles,13244,None,None,2,b'@BLarracuente Happy birthday! \xf0\x9f\x8e\x89'
3163041302,2017/11/17 2:49,[],0,0,jaime alcala,214,243,"Van Nuys, Los Angeles",6528,None,None,-1,"b'i deadass only wanted one thing for my birthday, that shit didn\xe2\x80\x99t happen\n i\xe2\x80\x99m sad'"
4004621199,2017/11/17 2:49,[],1,1,Ely Tom,104,269,"Los Angeles, California",194,None,None,1,b'happy birthday @josh_green6  \xf0\x9f\x87\xa6\xf0\x9f\x87\xba'
26447979,2017/11/17 2:48,[],0,0,Barbara (LAGirl888),2103,1107,"Los Angeles, CA",46386,None,None,2,b'@BryanAbrams @RealColorMeBadd Happy Birthday Bryan! I love that you and I share the same birthday today! \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbc\xf0\x9f\x98\x84\xf0\x9f\x8e\x88\xf0\x9f\x8e\x89\xf0\x9f\x8e\x82 Wis\xe2\x80\xa6 https://t.co/bXAoBW2onH'
112296444,2017/11/17 2:47,[],0,0,Samantha,368,151,Los Angeles ,2538,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",None,2,"b'So here goes, @khloekardashian I never have had a surprise birthday either and I say now if I have one I definitely\xe2\x80\xa6 https://t.co/PG6NiY8Glq'"
7.94E+17,2017/11/17 2:47,[],0,0,Avigr123,984,129,"North Hollywood, Los Angeles",285,None,None,2,b'@ZoeyJayMFC Happy birthday Zoey jay have a wonderful birthday'
14102500,2017/11/17 2:46,[],0,9,Aldrin Gamos,329,3417,"Los Angeles, CA",59624,None,None,1,b'I find it funny that I\xe2\x80\x99m getting ads on Instagram that know my birthday is coming up \xf0\x9f\x98\x82'
63640600,2017/11/17 2:45,[],0,0,Levi,266,943,"Los Angeles, CA",46034,None,None,1,"b""@jezey_96_ Happy birthday - You haven't aged a bit! We all make mistakes. There's always tomorrow. Brush twice a da\xe2\x80\xa6 https://t.co/GHY89py7cq"""
595712493,2017/11/17 2:45,[],1,1,Stephanie Christine,384,2146,OC/ LA ,70894,None,None,2,b'Ayyyyy!!!! \xf0\x9f\x92\x93\xf0\x9f\x8d\xbe\xf0\x9f\x8d\xbe\xf0\x9f\xa5\x82 Happpy Birthday to my favvvvv boo ever hope your having an amazing day boo xo \xe2\x9d\xa4\xef\xb8\x8f @kaitsface'
8.08E+17,2017/11/17 2:44,[],0,1,Nina Marina,337,139,Newbury Park CA ,200,None,None,-1,"b""Low key sad that I won't be able to be at 340 Nightclub tonight for my Favorite GoGo Dancer Mariah's Birthday Celebration \xf0\x9f\x8c\x88\xf0\x9f\x98\xab\xf0\x9f\x99\x88she the baddest"""
117535603,2017/11/17 2:44,[],0,1,Josh Meyer,519,88,"Thousand Oaks, CA",1339,None,None,1,b'@itsdvines Happy birthday Dana! \xf0\x9f\x8e\x82'
482681767,2017/11/17 2:43,"['aboutlastnight', 'onenighttwolooks', 'la']",0,0,Natalie Mark,668,1011,Los Angeles,2727,None,None,1,b'#aboutlastnight Happy 6th Birthday @rockandreilly Always a blast! \xf0\x9f\x8d\x80 #onenighttwolooks #la @ Rock\xe2\x80\xa6 https://t.co/ff1qXWri8E'
556411621,2017/11/17 2:43,[],1,1,chach,320,427,"Los Angeles, CA",11278,None,None,2,b'@kaitsface Happy birthday!! have a good one b! \xf0\x9f\x92\x97\xf0\x9f\x92\x97'
28917813,2017/11/17 2:42,[],0,0,jagged little sil,701,1207,Los Angeles,7872,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",None,0,b'Never thought I would be that guy who cries over reading birthday cards in the middle of the grocery store. Or is that a thing i invented? \xf0\x9f\x98\x83'
323131027,2017/11/17 2:41,[],0,0,youngchapin,152,188,San Fernando Valley!,14297,None,None,1,b'@YG_BloodBath Yo!!!!!! I fucked up too \xf0\x9f\x98\xab...never told you....HAPPY BIRTHDAY \xf0\x9f\x8e\x88'
2740558250,2017/11/17 2:41,['SBA'],0,0,Boyd Preston,1088,44631,"Los Angeles, CA",421,None,None,2,b'@AmericanAir AWESOME job turning a very late 164 so fast...and thanks for the birthday upgrade! Next stop JFK! #SBA \xe2\x9d\xa4\xef\xb8\x8f'
1599784843,2017/11/17 2:40,[],1,1,rose,226,428,LA,32779,None,None,2,b'Happy Birthday dude!! Have a great one!\xf0\x9f\x8e\x8a\xf0\x9f\x98\xb8 @_Basedbryant'
1001337361,2017/11/17 2:39,[],1,7,usher,225,237,"Los Angeles, CA",2321,None,None,1,b'HAPPY BIRTHDAY \xf0\x9f\x8e\x89\xf0\x9f\x8e\x8aGIA STAY PANGET AND KIND WALANG KALIMUTAN PUTA KA YUN LANG GOD BLESS\xf0\x9f\x98\x82 https://t.co/vDc68ZcvZM'
1378469401,2017/11/17 2:39,[],0,2,Yel,19085,21051,"Los Angeles, CA",11949,None,None,1,b'Happy birthday to you too my g\xe2\x9c\x8a\xf0\x9f\x8f\xbd https://t.co/BsJVRULVJO'
1390961,2017/11/17 2:39,[],0,0,Jen Pizzazz,648,684,"Los Angeles, CA",25141,None,None,1,"b'@zompus No! You are right on time, I\xef\xb8\x8f haven\xe2\x80\x99t mentioned my birthday today until now!'"
4710017249,2017/11/17 2:38,[],1,2,Gabriela Mejia,114,77,"Los Angeles, CA",610,None,None,2,b'@desveladx Girl Happy Birthday!!!!!! Manda tus feelings a la chingada for a day and turn the fuck up\xf0\x9f\x98\x8e\xf0\x9f\x98\x8e\xf0\x9f\x98\x8e'
2540206831,2017/11/17 2:36,[],0,0,Genesis Kristina,435,608,"Los Angeles, CA",71,None,None,1,b'If @MOMOMOYOUTH would tell me Happy Birthday i\xe2\x80\x99ll be shooketh omg'
307728501,2017/11/17 2:36,[],0,0,SiLVA,683,711,"Los Angeles, CA",2919,None,None,2,b'@markredito Happy birthday!!!!!'
545481657,2017/11/17 2:35,[],0,0,Heywan G,335,514,"Los Angeles, CA",15799,None,None,2,b'Happy birthday @Aquillalove16 have a great day!\xe2\x9c\xa8\xf0\x9f\x92\x96'
87213848,2017/11/17 2:35,[],0,0,"bob dylan, obviously",172,172,"Los Angeles, CA",20933,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",None,2,"b'new...... unreleased tracks..... from @tameimpala .......  best birthday present ever....... thank u, kevin parker'"
1390961,2017/11/17 2:32,[],0,2,Jen Pizzazz,648,684,"Los Angeles, CA",25141,None,None,1,b'I\xef\xb8\x8f ate Turkey Ice Cream for dinner and I\xe2\x80\x99m having ramen for dessert and I\xef\xb8\x8f can do that because it\xe2\x80\x99s my birthday but\xe2\x80\xa6 https://t.co/eoT2OA2Ts8'
7.93E+17,2017/11/17 2:31,[],1,3,raiel,228,271,LA,1674,None,None,1,b'happy birthday @_sybayoneta enjoy ur day and gbua\xf0\x9f\x8e\x89\xf0\x9f\x8c\xbb https://t.co/VSt22sEmwZ'
7.26E+17,2017/11/17 2:30,[],1,2,Cali Black Ops,213,71,"Los Angeles, CA",199,None,None,1,"b""I'm late but...HAPPY BIRTHDAY to THE @SaraGuidera \xf0\x9f\x8e\x8a\xf0\x9f\x8e\x89\xf0\x9f\x8e\x88\n\nMark my words, she WILL be slaying IOC5! https://t.co/hjg5XYbBdp"""
805824961,2017/11/17 2:29,[],0,0,Javi,473,551,"Los Angeles, CA",38564,None,None,1,b'Happy birthday to my amazing mother!'
592238435,2017/11/17 2:27,[],0,1,A Fashionistas Diary,367,21893,"Los Angeles, CA",43000,None,None,1,b'Happy Birthday Aaradhya Bachchan! \n\nShe is spotted wearing @sophiawebster butterfly shoes\xe2\x80\xa6 https://t.co/g95TkHpXyo'
547867495,2017/11/17 2:27,[],0,0,Rodney V. Earle,163,180,"Hollywood, California",2315,None,None,2,"b'@MissGAtkinson Happy Birthday from Hollywood, Gemma!  Best of luck in Blackpool!'"
133113837,2017/11/17 2:26,['throwbackthursday'],0,0,Jordan Grahm,835,10510,"Los Angeles, CA",7358,None,None,1,b'#throwbackthursday to my 28th birthday 1/29/15 when I was able to share my story of how I lost weight with the... https://t.co/40zofXKOoG'
1700361997,2017/11/17 2:26,[],2,6,Kyle Owens,110,443,,3618,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='575c6d4e1b73546d', url='https://api.twitter.com/1.1/geo/id/575c6d4e1b73546d.json', place_type='city', name='Calabasas', full_name='Calabasas, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.719985, 34.105958], [-118.605227, 34.105958], [-118.605227, 34.168562], [-118.719985, 34.168562]]]), attributes={})",None,1,b'Happy birthday bro bro \xf0\x9f\x8e\x88\xf0\x9f\xa4\x9f\xf0\x9f\x8f\xbd @josh_green6 https://t.co/RKchTSicV0'
2263046664,2017/11/17 2:25,[],0,0,Jim Tyre,1930,1939,"Culver City, CA",20647,None,None,1,"b""@pvineetha @JoeBeOne @ncweaver @NerdPyle @CarmenCrincoli Jebeezus Joe, you're only 40?  Young enough to be my damne\xe2\x80\xa6 https://t.co/OPU21N8grX"""
573029314,2017/11/17 2:24,[],0,0,Landon,410,2740,"California, USA",10070,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='65eb9ee22cdeb7a8', url='https://api.twitter.com/1.1/geo/id/65eb9ee22cdeb7a8.json', place_type='city', name='Malibu', full_name='Malibu, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.873235, 34.000405], [-118.584559, 34.000405], [-118.584559, 34.04779], [-118.873235, 34.04779]]]), attributes={})",None,1,b'@GymNerdJulian happy birthday brotha'
626303370,2017/11/17 2:21,[],1,1,haleycat.,366,820,los angeles.,7585,None,None,1,"b""happy birthday @bornbyfire \xf0\x9f\x8c\xb9\xf0\x9f\x8c\xb9\xf0\x9f\x8c\xb9 you're everything ily \xf0\x9f\x96\xa4\xe2\x9c\xa8 https://t.co/ynHg7TgewN"""
8.30E+17,2017/11/17 2:19,[],0,0,Mauro Aldaz,124,127,"Los Angeles, CA",1723,None,None,1,b'Happy birthday to my nigga @ashleeyalexaa realist out there \xf0\x9f\x92\xaf'
1584977593,2017/11/17 2:15,[],0,0,Ariel Staehle,434,141,Los Angeles,85,None,None,2,"b'Birthday treat for my babe! Couples massage!  I came with, per his request. Before and after pic!!! https://t.co/QLycLkgpS9'"
227132738,2017/11/17 2:15,[],0,0,5‘¬4»’,947,2042,"Los Angeles, California",107603,None,None,1,"b""We finna be so lit for Khallid birthday.. y'all just don't know"""
2377566994,2017/11/17 2:14,[],0,1,Terri.,240,221,"Los Angeles, CA",14796,None,None,1,"b'All I know is, I\xe2\x80\x99ll be home soon and I need to take my woman on a date for her belated birthday! \xf0\x9f\x92\x81\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\x98\x8d @BohemianPharaoh'"
15039065,2017/11/17 2:13,[],0,3,Caldwell Tanner,998,21870,"Los Angeles, CA",17095,None,None,2,"b""@spookybri UUUUUUH HEY,  Is forgot to say happy birthday today! It's no SECRET that you're everyone's favorite Hitler \xf0\x9f\x98\x89\xf0\x9f\x98\x89\xf0\x9f\x98\x89\xf0\x9f\x98\x89"""
335824443,2017/11/17 2:13,[],1,1,tray haggerty,2201,3643,"Los Angeles, CA",12394,None,None,1,b'@IAMSU happy birthday family'
68199528,2017/11/17 2:11,[],1,28,Josh Stolberg,1565,11224,Los Angeles,8876,None,None,2,b'Happy birthday @BrandiGlanville!!!!  Remember that time we went to the beach together?  And that time we went to Af\xe2\x80\xa6 https://t.co/60VeHvlBMU'
28389038,2017/11/17 2:10,[],0,0,LA Gymnastics,3524,4055,"Culver City, CA",5306,None,None,2,b'Happy Birthday Khuslen Bayarmanlai our Rhythmic Gymnastics! https://t.co/Rrtk10Pplq'
2598372727,2017/11/17 2:10,[],0,0,Dr. Melinda S Norin,146,12,Los Angeles,30,None,None,2,"b'@marcuslemonis Thank YOU!  Great biz advice, great InTheSpotlight event, great intentions...and profits up like 25%\xe2\x80\xa6 https://t.co/k3uYEfCi3v'"
18470118,2017/11/17 2:08,[],0,2,AC Slater,706,43167,Los Angeles,24828,None,None,2,b'@chrisalcazar7 @itsmissyy_ @nightbass my birthday was last thursday! scorpio gang!! \xf0\x9f\xa6\x82\xf0\x9f\xa6\x82\xf0\x9f\xa6\x82'
545421396,2017/11/17 2:07,[],0,1,Steph,429,695,"Los Angeles, CA",22035,None,None,1,b'Happy Birthday sexy @MaEunice18  love ya mwa!! \xf0\x9f\x8e\x89\xf0\x9f\x8e\x8a\xf0\x9f\x8e\x88\xf0\x9f\xa4\x97\xf0\x9f\x98\x98\xe2\x9d\xa4\xef\xb8\x8f'
356411857,2017/11/17 2:07,"['sivakaneswaran', 'ricardodelacruz', 'meetandgreet', 'santamonica']",0,0,Ricardo De La Cruz,1880,1804,"Fontana, CA",7048,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='59612bd882018c51', url='https://api.twitter.com/1.1/geo/id/59612bd882018c51.json', place_type='city', name='Santa Monica', full_name='Santa Monica, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.5173575, 33.9951771], [-118.443482, 33.9951771], [-118.443482, 34.050199], [-118.5173575, 34.050199]]]), attributes={})","{'type': 'Point', 'coordinates': [34.015873, -118.496451]}",1,b'Happy Birthday @SivaKaneswaran!! #sivakaneswaran #ricardodelacruz #meetandgreet #santamonica\xe2\x80\xa6 https://t.co/6abrYIZUyt'
303954085,2017/11/17 2:05,[],1,1,g.,931,2863,"Los Angeles, CA",80859,None,None,1,b'@shehateWAYNE happy birthday sis\xf0\x9f\x92\x95'
23166908,2017/11/17 2:04,[],1,1,UKnoWatsUp,741,1759,"Los Angeles, CA",279868,None,None,2,"b'\xf0\x9f\x8e\x89 @kbyrd2 happy birthday/Anniversary to you! Cheers to a year filled with the most festive of moments, Dahling! Love you much\xf0\x9f\x8e\x89'"
9.27E+17,2017/11/17 2:03,[],0,0,Esha Tampi,22,3,Australia/Los Angeles,180,None,None,1,b'Less than 24 hours till my birthday weekend begins...'
22495082,2017/11/17 2:02,[],1,14,PetrosAndMoneyShow,1636,54902,Los Angeles,22782,None,None,1,b'Happy Birthday Mary Margaret McBride \xf0\x9f\x93\xbb https://t.co/Jzy0cLBNE3'
1009286526,2017/11/17 2:02,[],1,2,gracie,656,749,wish i was in LA,14110,None,None,1,b'Y\xe2\x80\x99all it\xe2\x80\x99s my best friends birthday tomorrow'
